dA 2,dA 3,dA 4,dA 5,dA 6,dA 7,dA 8,dA 9,dA 10,dA 11,dA 12,dA 13,dA 14,dA 15,dA 16,dA 17,dA 18,dA 19,dA 20,dA 21,dA 22,dA 23,dA 24,dA 25,dA 26,dA 27,dA 28,dA 29,dA 30,dA 31,dA 32,dA 33,dA 34,dA 35,dA 36,dA 37,dA 38,dA 39,dA 40,dA 41,dA 42,dA 43,dA 44,dA 45,dA 46,dA 47,dA 48,dA 49,dA 50,dA 51,dA 52,dA 53,dA 54,dA 55,dA 56,dA 57,dA 58,dA 59,dA 60,dA 61,dA 62,dA 63,dA 64,dA 65,dA 66,dA 67,dA 68,dA 69,dA 70,dA 71,dA 72,dA 73,dA 74,dA 75,dA 76,dA 77,dA 78,dA 79,dA 80,dA 81,dA 82,dA 83,dA 84,dA 85,dA 86,dA 87,dA 88,dA 89,dA 90,dA 91,dA 92,dA 93,dA 94,dA 95,dA 96,dA 97,dA 98,dA 99,dA 100,dA 101,dA 102,dA 103,dA 104,dA 105,dA 106,dA 107,dA 108,dA 109,dA 110,dA 111,dA 112,dA 113,dA 114,dA 115,dA 116,dA 117,dA 118,dA 119,dA 120,dA 121,dA 122,dA 123,dA 124,dA 125,dA 126,dA 127,dA 128,dA 129,dA 130,dA 131,dA 132,dA 133,dA 134,dA 135,dA 136,dA 137,dA 138,dA 139,dA 140,dA 141,dA 142,dA 143,dA 144,dA 145,dA 146,dA 147,dA 148,dA 149,dA 150,dA 151,dA 152,dA 153,dA 154,dA 155,dA 156,dA 157,dA 158,dA 159,dA 160,dA 161,dA 162,dA 163,dA 164,dA 165,dA 166,dA 167,dA 168,dA 169,dA 170,dA 171,dA 172,dA 173,dA 174,dA 175,dA 176,dA 177,dA 178,dA 179,dA 180,dA 181,dA 182,dA 183,dA 184,dA 185,dA 186,dA 187,dA 188,dA 189,dA 190,dA 191,dA 192,dA 193,dA 194,dA 195,dA 196,dA 197,dA 198,dA 199,dA 200,dA 201,dA 202,dA 203,dA 204,dA 205,dA 206,dA 207,dA 208,dA 209,dA 210,dA 211,dA 212,dA 213,dA 214,dA 215,dA 216,dA 217,dA 218,dA 219,dA 220,dA 221,dA 222,dA 223,label
-0.005747,-0.003784,-0.006141,-0.001724,-0.000606,-0.001844,-0.003812,-0.002362,-0.000161,-0.001572,-0.002348,-0.001766,-0.00096,-0.00277,-0.000947,0.0008,0.001316,0.001427,0.000387,-0.001912,-0.000966,0.001091,0.001513,0.000643,0.000801,0.000287,-0.000545,0.00047,-0.001323,-0.000792,-0.000023,0.000473,0.001018,0.001305,0.004232,0.006868,0.004935,0.002238,0.004456,0.008547,0.010804,0.013232,0.016113,0.014617,0.014399,0.016834,0.016291,0.013424,0.010974,0.009755,0.007207,0.004878,0.004564,0.004209,0.003594,0.003877,0.003837,0.004814,0.006067,0.003625,0.001845,0.011017,0.01119,-0.015447,-0.031403,-0.016945,-0.00194,0.003655,0.008628,0.003662,-0.003865,0.000661,-0.003418,-0.014772,-0.014599,-0.010501,-0.008266,-0.007798,-0.006311,-0.003003,-0.00393,-0.009565,-0.008826,-0.003665,-0.00261,-0.001934,-0.002016,-0.00389,-0.006231,-0.008535,-0.009381,-0.008973,-0.007346,-0.005026,-0.004013,-0.004297,-0.005432,-0.006621,-0.006024,-0.004778,-0.003311,-0.001049,0.000244,0.001435,0.004548,0.008717,0.014709,0.022033,0.028207,0.034607,0.038923,0.040099,0.03939,0.036089,0.031485,0.027262,0.02282,0.018593,0.017619,0.017074,0.014449,0.012759,0.012351,0.012104,0.009559,0.006042,0.005983,0.005543,0.003012,0.001907,0.001395,-0.000363,-0.005515,-0.008694,0.003078,0.015697,0.00891,-0.004354,-0.007418,-0.003736,-0.0011,-0.000642,-0.001709,-0.001958,-0.000445,0.000676,0.000337,-0.000493,0.000742,0.001457,0.001167,0.001582,0.02255,0.095681,0.099519,-0.004743,-0.09377,-0.086655,-0.029857,-0.008106,-0.001651,-0.001057,0.000244,0.000804,-0.000393,-0.000629,0.000005,-0.000068,0.000196,0.000798,-0.000382,-0.000068,-0.000424,-0.001805,-0.001047,-0.000518,-0.000919,-0.000159,-0.000379,-0.000721,-0.001389,-0.003904,-0.00429,-0.002405,-0.001693,-0.001236,-0.001527,-0.001407,0.000388,-0.000275,0.000005,0.000109,-0.001468,-0.003914,-0.004392,-0.001472,-0.002287,-0.002609,-0.002018,-0.002721,-0.001822,-0.00151,-0.003153,-0.003277,-0.004234,-0.004696,0.000296,0.002032,0.000549,-0.00064,-0.001605,0.000857,0.001466,-0.000161,0.002673,0.00107,-0.002302,-0.000342,-0.002487,-0.000676,0.001062,-0.001033,1
-0.004733,-0.002659,-0.00924,-0.001414,-0.001136,-0.002266,-0.003618,-0.001447,0.002167,-0.000975,-0.002195,-0.002279,-0.000491,-0.002598,-0.00148,0.00073,0.001915,0.002785,0.000615,-0.003603,-0.002687,0.000439,0.001348,0.00424,0.003242,-0.002863,-0.00348,-0.000448,-0.001844,-0.001373,0.000018,0.000825,0.000522,0.00084,0.008176,0.016099,0.008096,-0.007028,-0.00607,0.003641,0.008535,0.012492,0.015128,0.008744,0.006554,0.011663,0.01209,0.009629,0.007754,0.006964,0.004828,0.00337,0.003868,0.004231,0.004694,0.006497,0.010036,0.018211,0.023857,0.016071,0.009943,0.027715,0.025891,-0.024136,-0.04991,-0.022288,0.00376,0.011937,0.013751,-0.001891,-0.009439,0.007656,0.002965,-0.018967,-0.02322,-0.018336,-0.014314,-0.012465,-0.008269,-0.001367,-0.004455,-0.016126,-0.014414,-0.005378,-0.004223,-0.00328,-0.002908,-0.004653,-0.006329,-0.007821,-0.007615,-0.007018,-0.005821,-0.004027,-0.003099,-0.002983,-0.003812,-0.004427,-0.00384,-0.003105,-0.002283,-0.000688,0.000033,0.00086,0.002653,0.005205,0.009656,0.015007,0.020137,0.025604,0.029482,0.030661,0.030431,0.02879,0.025657,0.02284,0.019867,0.016354,0.015544,0.015422,0.01336,0.011793,0.01154,0.011227,0.009001,0.006216,0.005459,0.004895,0.00303,0.001671,0.000452,-0.00133,-0.006587,-0.009246,0.015355,0.03773,0.014925,-0.018987,-0.024937,-0.011419,-0.002069,-0.000844,-0.002087,-0.002233,-0.0001,0.001119,0.000783,0.000964,0.003362,0.004244,0.004085,0.006876,0.062647,0.22198,0.216936,-0.007448,-0.202011,-0.202215,-0.078886,-0.023155,-0.006931,-0.003744,-0.001468,-0.000833,-0.001357,-0.000781,-0.000804,-0.000983,-0.000194,0.000847,0.000049,0.000113,-0.000755,-0.00195,-0.000476,-0.000619,-0.001243,-0.000454,-0.000566,-0.000854,-0.001367,-0.004563,-0.005756,-0.002862,-0.001368,-0.001282,-0.001162,-0.00152,-0.000236,0.000858,0.001049,-0.001437,-0.002866,-0.003819,-0.004894,-0.002425,-0.002848,-0.002255,-0.001726,-0.002509,-0.002135,-0.002966,-0.003406,-0.002841,-0.005073,-0.006286,0.000928,0.002129,-0.000585,0.000165,-0.001368,0.000816,0.002038,0.001056,0.002932,0.001715,0.001023,0.00381,-0.001301,-0.000209,0.00106,-0.003095,1
-0.002535,-0.004016,-0.007985,-0.001021,0.001913,0.000873,-0.00305,-0.001543,-0.00036,-0.000798,-0.001472,-0.001066,-0.00049,-0.001898,-0.001457,-0.001702,0.001977,0.003922,-0.000671,-0.002099,-0.002106,-0.000126,0.004248,0.004768,0.002955,-0.00217,-0.003483,-0.001313,-0.001701,-0.000707,-0.000704,0.00027,0.00148,0.002325,0.007636,0.013736,0.007309,-0.00778,-0.007079,0.002614,0.004936,0.007967,0.010572,0.006149,0.003876,0.00642,0.007358,0.0078,0.006548,0.004558,0.004149,0.00305,0.00311,0.003724,0.003988,0.004804,0.006154,0.011174,0.015562,0.010528,0.006455,0.019245,0.017964,-0.014767,-0.030909,-0.0127,0.004528,0.010873,0.01356,0.002573,-0.00255,0.008319,0.001855,-0.014319,-0.016003,-0.011855,-0.009331,-0.007897,-0.004313,0.00195,-0.001421,-0.012139,-0.010539,-0.003464,-0.001864,-0.001351,-0.001311,-0.00191,-0.002722,-0.003507,-0.003422,-0.003126,-0.002979,-0.002104,-0.001367,-0.001489,-0.002504,-0.002882,-0.001895,-0.001042,-0.000961,-0.000309,0.00097,0.00134,0.002127,0.003971,0.006696,0.008689,0.010484,0.014575,0.01862,0.02178,0.024168,0.025322,0.025463,0.024902,0.024604,0.024369,0.024377,0.023169,0.020831,0.019436,0.017034,0.015411,0.012791,0.00998,0.009058,0.007031,0.005862,0.004611,0.00285,0.001316,-0.000926,-0.001197,0.011599,0.022609,0.008641,-0.011364,-0.015016,-0.006675,-0.000383,-0.000003,-0.000566,0.000215,0.001299,0.001223,0.001276,0.002113,0.001912,0.003105,0.004687,0.006221,0.04612,0.150717,0.142317,-0.001995,-0.129519,-0.136804,-0.056021,-0.017248,-0.00503,-0.001788,-0.001563,-0.00053,-0.000093,0.000248,0.000916,0.000118,-0.000211,0.000847,0.00099,0.000899,0.000076,-0.001937,-0.00209,-0.000457,0.000557,0.001264,-0.000071,-0.000872,-0.001028,-0.001449,-0.001372,-0.001507,-0.0009,-0.000567,-0.000558,-0.0013,-0.000067,0.000545,-0.001216,-0.001136,-0.000794,-0.002316,-0.003051,-0.002701,-0.002813,-0.00234,-0.00195,-0.002696,-0.004898,-0.005524,-0.005707,-0.005199,-0.004985,-0.006111,-0.002225,0.00133,0.000861,-0.000628,-0.001679,0.000782,-0.000512,-0.000366,0.004262,0.003236,-0.000334,-0.002746,-0.001967,0.003134,0.000227,-0.004056,1
-0.009238,-0.006117,-0.005577,-0.000751,-0.000244,-0.007369,-0.00563,0.002583,0.001223,-0.003949,-0.00117,-0.002811,-0.002378,-0.002979,-0.001435,0.001752,0.002866,0.00278,-0.000804,-0.004515,-0.001595,0.000079,0.000938,0.00563,0.004505,-0.002803,-0.003377,0.000026,-0.002449,-0.001504,0.000262,-0.000243,0.000092,0.000714,0.007233,0.014788,0.008142,-0.005733,-0.006068,0.002791,0.007025,0.010924,0.013558,0.00861,0.006907,0.011977,0.013563,0.011415,0.007565,0.006432,0.005974,0.00414,0.003693,0.003554,0.004384,0.005556,0.007134,0.01121,0.014699,0.009932,0.005901,0.019165,0.019745,-0.017379,-0.038961,-0.018338,0.002277,0.009731,0.013899,0.003135,-0.005616,0.006918,0.002712,-0.016515,-0.019035,-0.014258,-0.010996,-0.009967,-0.006747,-0.000619,-0.00218,-0.012831,-0.012443,-0.003817,-0.002805,-0.002722,-0.002089,-0.00301,-0.004577,-0.005991,-0.005739,-0.005531,-0.00507,-0.003617,-0.002998,-0.003,-0.004014,-0.004375,-0.003057,-0.003102,-0.002315,-0.000488,0.000185,0.000912,0.003546,0.006465,0.009134,0.01309,0.016634,0.023381,0.029181,0.032751,0.035931,0.035713,0.034959,0.033778,0.032882,0.031276,0.030564,0.030277,0.026292,0.023608,0.021837,0.019364,0.016204,0.011681,0.010113,0.009649,0.007129,0.003824,0.002991,0.002943,-0.002855,-0.005493,0.011383,0.02579,0.01031,-0.012213,-0.015993,-0.007708,-0.00203,-0.000088,-0.00093,-0.001624,0.000735,0.002244,0.001281,0.000871,0.003278,0.003446,0.00212,0.005271,0.046294,0.158934,0.155059,-0.002968,-0.143107,-0.14467,-0.056132,-0.016755,-0.004615,-0.003276,-0.000591,0.000337,-0.001445,-0.000665,0.000224,-0.000801,-0.000577,0.001696,0.001304,0.001014,-0.001303,-0.002307,-0.000622,0.000206,-0.000618,-0.001227,0.00004,0.000493,-0.000689,-0.004709,-0.003254,0.000315,-0.001298,-0.003172,-0.001675,0.000095,0.000404,0.001199,-0.000891,-0.002211,-0.001615,-0.002787,-0.003246,-0.001227,-0.000941,-0.002109,-0.003804,-0.005269,-0.001941,-0.00032,-0.004156,-0.004862,-0.005924,-0.007233,-0.000898,0.000412,0.000723,0.000014,-0.002773,0.001399,0.00188,-0.00095,0.002461,0.002086,-0.00245,-0.00045,-0.003353,0.001348,0.00288,-0.004005,1
-0.008143,-0.000519,0.000096,-0.00089,-0.002136,-0.000773,-0.002471,0.000111,-0.000025,-0.0002,0.001193,-0.001529,-0.003097,-0.001509,-0.001469,-0.002506,0.000553,0.003831,0.001487,-0.001981,-0.001549,0.001391,0.002243,0.004143,0.004052,-0.001663,-0.001804,-0.000744,-0.002125,-0.00062,0.000187,0.00073,0.002299,0.00233,0.007266,0.015151,0.009674,-0.004281,-0.003818,0.005823,0.009985,0.013661,0.015543,0.012154,0.010571,0.012149,0.01373,0.012216,0.010242,0.008826,0.005804,0.004494,0.00471,0.005442,0.005956,0.00614,0.007665,0.01232,0.016343,0.011413,0.006102,0.021726,0.023423,-0.016213,-0.040024,-0.019239,0.002944,0.00996,0.015414,0.006294,-0.00377,0.005543,0.000723,-0.017602,-0.019989,-0.015128,-0.012024,-0.01034,-0.007156,-0.000701,-0.002496,-0.014235,-0.013318,-0.004678,-0.002777,-0.002814,-0.002612,-0.003563,-0.005345,-0.006275,-0.007358,-0.007414,-0.006502,-0.004124,-0.002759,-0.004199,-0.005701,-0.005553,-0.004573,-0.003148,-0.001718,-0.001182,0.000257,0.001856,0.003158,0.006551,0.011372,0.016908,0.022685,0.029061,0.032711,0.033648,0.033532,0.030841,0.027879,0.025637,0.022032,0.018691,0.018232,0.016255,0.013729,0.013155,0.012044,0.008972,0.006822,0.005597,0.004713,0.004906,0.003621,0.00115,0.000692,0.00008,-0.000984,-0.001719,0.008456,0.0208,0.009053,-0.010417,-0.015268,-0.007598,-0.000992,-0.000384,-0.00063,-0.000564,0.000348,0.001408,0.000837,0.000348,0.001241,0.002005,0.003153,0.005623,0.038496,0.124954,0.117422,-0.000149,-0.103161,-0.114783,-0.049852,-0.014495,-0.005887,-0.00242,-0.000245,-0.000415,-0.001265,-0.000305,0.000839,0.000876,0.000313,-0.000543,-0.000048,-0.00025,-0.000823,-0.001569,-0.001211,0.000362,0.000494,-0.000167,-0.000601,0.00039,-0.000894,-0.002537,-0.002904,-0.002129,0.000706,0.000175,-0.001652,-0.001612,0.000489,-0.000751,-0.000669,0.000247,-0.001376,-0.001548,-0.002771,-0.001384,-0.000654,-0.001906,-0.001533,-0.001085,-0.00131,-0.003735,-0.005551,-0.004692,-0.005919,-0.002887,0.000906,0.001292,0.000135,-0.001661,-0.002767,-0.000306,0.000589,-0.001873,0.00063,0.000692,-0.001596,0.002001,0.002256,-0.004837,-0.004792,-0.002195,1
-0.002096,-0.000929,-0.002893,-0.002621,-0.00267,-0.001263,-0.001285,-0.000401,0.000548,0.002916,0.000403,-0.005138,-0.00269,-0.00012,-0.001312,0.000276,0.001395,0.002728,0.001501,-0.00166,-0.00103,0.00075,0.001738,0.004079,0.00524,-0.001385,-0.003835,-0.001481,-0.001437,-0.001412,0.000301,0.001266,0.00126,0.003115,0.008595,0.015694,0.008905,-0.005383,-0.003949,0.00573,0.009418,0.012946,0.015407,0.011314,0.009216,0.012261,0.012136,0.010102,0.008758,0.007316,0.00627,0.004296,0.003661,0.005836,0.006274,0.005323,0.007993,0.014299,0.01824,0.012367,0.007752,0.026233,0.026394,-0.019053,-0.043602,-0.019828,0.003868,0.012078,0.017708,0.00771,-0.002425,0.004937,-0.002787,-0.020902,-0.021984,-0.016945,-0.012773,-0.010478,-0.006629,0.000485,-0.002722,-0.015077,-0.014064,-0.005414,-0.003128,-0.002468,-0.00284,-0.004592,-0.007568,-0.009815,-0.009826,-0.009046,-0.007308,-0.004405,-0.002911,-0.003791,-0.005343,-0.006512,-0.005904,-0.004131,-0.00291,-0.001376,0.000045,0.001826,0.005084,0.010474,0.017449,0.02287,0.028155,0.032125,0.032269,0.032324,0.031063,0.028606,0.027208,0.024657,0.021402,0.019024,0.01816,0.017429,0.015887,0.01436,0.01245,0.009747,0.007476,0.006754,0.006796,0.006107,0.003938,0.002533,0.000994,-0.000033,-0.001472,-0.00253,0.012119,0.026201,0.011267,-0.013212,-0.02003,-0.010143,-0.00117,-0.000713,-0.000619,-0.000227,0.000469,0.002127,0.000977,0.00061,0.001895,0.002465,0.002429,0.005924,0.046311,0.146716,0.135918,-0.001389,-0.119088,-0.13191,-0.059334,-0.019037,-0.006154,-0.002619,-0.001014,-0.000586,-0.000515,0.000277,-0.000211,-0.000325,0.000102,-0.000121,0.000349,0.000536,0.000229,-0.000743,-0.002071,-0.001369,0.000063,0.00064,0.000231,-0.000656,-0.000864,-0.001506,-0.003795,-0.003448,-0.000955,-0.000608,-0.001501,0.000524,0.001207,-0.001504,-0.000399,-0.000493,-0.002687,-0.003197,-0.001927,-0.000412,-0.001049,-0.002723,-0.002796,-0.001725,-0.003463,-0.005151,-0.00422,-0.002345,-0.006402,-0.006643,0.000707,0.001916,-0.000924,-0.00206,-0.002254,-0.000241,0.002397,0.001685,-0.003653,-0.001883,0.004447,0.00187,-0.001381,-0.002254,0.000204,0.00208,1
-0.00177,-0.004908,-0.003868,-0.0004,-0.000542,-0.002292,-0.003724,0.000192,0.001271,-0.001719,-0.002392,-0.00172,-0.000394,-0.001596,-0.000854,-0.000114,0.001843,0.002325,-0.000407,-0.002284,-0.002384,-0.000292,0.00253,0.003564,0.001457,-0.001923,-0.002178,-0.000808,-0.001956,-0.000667,0,-0.000094,0.000368,0.001258,0.005417,0.009663,0.005394,-0.003284,-0.002378,0.004316,0.006443,0.00992,0.013082,0.010186,0.009511,0.012031,0.012781,0.011743,0.009283,0.007273,0.005344,0.003704,0.003386,0.003369,0.00363,0.00401,0.004957,0.0077,0.009513,0.005038,0.0019,0.011424,0.010212,-0.016585,-0.031171,-0.016331,-0.001154,0.004366,0.007134,0.000097,-0.004578,0.002436,-0.001319,-0.012633,-0.013603,-0.01034,-0.008328,-0.007737,-0.00601,-0.002294,-0.003634,-0.009553,-0.008559,-0.003651,-0.002396,-0.001881,-0.001831,-0.003039,-0.004465,-0.005517,-0.005961,-0.005514,-0.004701,-0.003161,-0.002467,-0.002279,-0.00283,-0.00376,-0.002813,-0.001945,-0.001534,-0.000651,0.000457,0.000945,0.002394,0.004732,0.007737,0.011992,0.016732,0.023484,0.029259,0.033005,0.035482,0.035137,0.033738,0.032037,0.029313,0.026891,0.026836,0.02561,0.022291,0.020119,0.018586,0.017058,0.013862,0.010104,0.009089,0.008002,0.005132,0.003324,0.002228,0.000405,-0.004442,-0.006993,0.006775,0.020134,0.009678,-0.00739,-0.011357,-0.005982,-0.001764,-0.00075,-0.001254,-0.001649,-0.000128,0.000911,0.000706,0.000559,0.001045,0.00219,0.002262,0.003437,0.035654,0.125991,0.121696,-0.004422,-0.112743,-0.11424,-0.045111,-0.013408,-0.003538,-0.001171,-0.000554,-0.000181,-0.000377,-0.000292,-0.000052,-0.000589,-0.000203,0.000653,0.000422,0.000522,-0.000929,-0.002334,-0.001303,-0.000608,-0.000628,0.0001,-0.000115,-0.000613,-0.001855,-0.003861,-0.003535,-0.002273,-0.001928,-0.00153,-0.001177,-0.000674,-0.000188,-0.000511,0.000342,-0.000552,-0.002007,-0.003271,-0.004379,-0.002682,-0.001609,-0.002165,-0.003125,-0.002783,-0.001634,-0.003058,-0.004803,-0.004098,-0.00464,-0.005482,-0.000325,0.00211,0.00139,-0.000329,-0.002996,-0.000096,0.001344,0.001487,0.003107,0.00116,-0.001881,-0.00115,-0.002368,-0.000601,0.00093,-0.001762,1
-0.008825,-0.005048,-0.006234,0.000848,-0.001035,-0.003598,-0.000684,0.0012,-0.001403,-0.0018,-0.002083,-0.000942,-0.001508,-0.00212,-0.001773,-0.000786,0.001802,0.002462,0.000547,-0.000518,-0.000386,0.000441,0.002713,0.003371,0.001706,-0.002372,-0.001808,-0.001183,-0.001714,-0.000106,-0.000122,0.000668,0.001501,0.002391,0.007405,0.013188,0.008493,-0.003325,-0.002144,0.006986,0.010308,0.013425,0.015478,0.010562,0.008312,0.010321,0.009646,0.008981,0.008212,0.006043,0.004417,0.002894,0.003156,0.004473,0.004434,0.00515,0.008241,0.01507,0.019355,0.013194,0.008109,0.024249,0.023932,-0.019145,-0.040749,-0.017185,0.004004,0.01145,0.014549,0.001052,-0.007146,0.007096,0.00164,-0.018213,-0.020389,-0.015657,-0.012797,-0.010988,-0.007445,-0.000462,-0.002991,-0.01512,-0.013495,-0.005088,-0.002954,-0.002473,-0.003128,-0.004253,-0.006291,-0.00873,-0.009469,-0.009086,-0.007304,-0.004775,-0.003293,-0.003453,-0.005344,-0.006573,-0.005658,-0.004153,-0.003131,-0.001453,0.000579,0.001729,0.004421,0.009297,0.015051,0.019954,0.023074,0.025268,0.025071,0.023255,0.020585,0.017924,0.015451,0.012895,0.009877,0.006669,0.006315,0.006844,0.006004,0.005752,0.005958,0.00674,0.005123,0.002948,0.003269,0.00292,0.001749,0.000782,0.000098,-0.001201,-0.005679,-0.008034,0.008691,0.024063,0.010703,-0.010336,-0.015604,-0.007829,-0.001293,-0.001124,-0.001816,-0.001622,-0.000437,0.000982,0.000742,0.000077,0.000869,0.002998,0.003508,0.003671,0.038383,0.138523,0.135793,-0.003851,-0.12443,-0.126185,-0.050992,-0.016477,-0.005273,-0.00134,-0.000938,-0.00036,0.000057,-0.000436,-0.000758,-0.00102,-0.000136,0.0008,-0.000049,-0.000415,-0.000112,-0.000969,-0.001634,-0.000998,-0.000764,-0.000177,0.000067,-0.00047,-0.001894,-0.003347,-0.003849,-0.002954,-0.000617,0.000519,-0.001133,-0.002024,-0.000779,-0.0006,0.000066,0.000856,-0.001612,-0.002851,-0.002727,-0.002551,-0.001951,-0.001086,-0.000586,-0.001143,-0.002061,-0.002177,-0.002498,-0.001502,-0.001981,-0.003389,-0.0008,0.000616,0.001647,0.002287,-0.002645,-0.001457,0.002122,0.002389,0.003914,0.001721,0.001461,0.000035,-0.00093,0.000403,-0.00188,-0.002375,1
-0.002323,-0.000141,-0.005555,-0.000326,-0.000008,0.001017,-0.001354,-0.003469,-0.001335,0.000004,-0.001771,0.000343,0.000905,-0.002356,-0.001035,-0.000221,0.002604,0.003496,-0.000453,-0.002851,-0.001782,0.00142,0.004195,0.005616,0.005033,-0.002126,-0.00467,-0.000875,-0.002949,-0.002578,0.000463,0.001701,0.002391,0.003098,0.011508,0.021508,0.010514,-0.011318,-0.009355,0.004794,0.009685,0.013948,0.016302,0.008568,0.006251,0.011194,0.011712,0.00988,0.008227,0.007616,0.00597,0.004319,0.004847,0.005212,0.004927,0.006496,0.009547,0.016644,0.021819,0.015261,0.012601,0.033818,0.028707,-0.026082,-0.04914,-0.018522,0.008091,0.018838,0.021792,0.003101,-0.003364,0.013495,0.001301,-0.0238,-0.026231,-0.020257,-0.015907,-0.013039,-0.006589,0.002563,-0.003214,-0.01881,-0.016128,-0.005993,-0.003894,-0.002833,-0.00303,-0.00376,-0.004449,-0.005285,-0.004979,-0.004421,-0.003876,-0.00285,-0.002427,-0.002585,-0.003102,-0.003465,-0.002672,-0.001853,-0.001496,-0.000382,0.000065,0.000199,0.001279,0.00322,0.005715,0.008697,0.012801,0.018187,0.023934,0.028403,0.031204,0.032461,0.031727,0.030547,0.029966,0.029365,0.028529,0.026666,0.024664,0.022834,0.019699,0.017814,0.014435,0.010147,0.009313,0.007968,0.005613,0.004485,0.00335,0.000308,-0.002601,-0.002692,0.012944,0.026686,0.00889,-0.014734,-0.017505,-0.00786,-0.001314,-0.000279,-0.000414,-0.000947,0.000207,0.001468,0.001587,0.001304,0.002601,0.002621,0.002943,0.007552,0.052708,0.189958,0.184891,-0.014207,-0.175178,-0.165414,-0.060158,-0.017963,-0.006411,-0.003752,-0.00177,0.000223,-0.000484,-0.001355,0.000072,0.000779,0.000144,0.000724,0.000236,-0.000102,-0.000871,-0.002143,-0.001308,-0.001036,-0.000514,0.000926,-0.001001,-0.000578,-0.000136,-0.002493,-0.003636,-0.002214,-0.00103,-0.000442,-0.001561,-0.001689,0.000582,-0.000942,-0.000753,-0.000135,-0.001117,-0.003227,-0.00279,0.000032,-0.003106,-0.004588,-0.001937,-0.002072,-0.003901,-0.004066,-0.005526,-0.005817,-0.005456,-0.004675,0.000559,0.000885,-0.002461,-0.001994,-0.000997,-0.000547,0.000699,-0.000812,0.001518,0.001446,-0.002185,-0.000508,-0.002347,-0.001695,0.000313,0.000215,1
-0.003978,-0.004967,-0.006187,-0.001801,-0.000918,-0.000542,-0.001292,0.000137,-0.000029,-0.001182,-0.001941,-0.001684,-0.001359,-0.001904,-0.001492,-0.000986,0.00091,0.001262,-0.000725,-0.000736,-0.000997,-0.000038,0.001849,0.000756,-0.000174,-0.000327,-0.000359,-0.000923,-0.001048,0.000065,-0.000315,0.000037,0.000322,0.000501,0.002069,0.00318,0.002405,-0.000461,0.000398,0.003845,0.004032,0.005157,0.007574,0.007351,0.007009,0.007442,0.00767,0.007606,0.006239,0.004461,0.003642,0.002632,0.002451,0.00264,0.002166,0.001767,0.001774,0.002924,0.003666,0.001506,-0.000539,0.003799,0.004039,-0.009022,-0.017093,-0.009815,-0.001961,0.000603,0.002385,0.000673,-0.002052,-0.000443,-0.001832,-0.006381,-0.006551,-0.004819,-0.004011,-0.003697,-0.003229,-0.001862,-0.002069,-0.00446,-0.003997,-0.00181,-0.00102,-0.000629,-0.000782,-0.001542,-0.002496,-0.003356,-0.003413,-0.003128,-0.002589,-0.001695,-0.001251,-0.001043,-0.001741,-0.002368,-0.001438,-0.000738,-0.000972,-0.000365,0.000866,0.000875,0.001155,0.002477,0.004619,0.00726,0.010484,0.015441,0.019704,0.022325,0.023936,0.024441,0.024218,0.023432,0.022628,0.022355,0.022123,0.020472,0.018538,0.017046,0.014855,0.013315,0.010828,0.008255,0.007347,0.006015,0.004528,0.003184,0.001908,0.000802,-0.000851,-0.001613,0.004486,0.010327,0.004363,-0.004803,-0.006754,-0.00354,-0.000768,-0.00062,-0.000788,-0.000334,0.000107,0.000353,0.000212,0.000227,0.000384,0.001089,0.001713,0.002157,0.019925,0.071934,0.071601,-0.001772,-0.066513,-0.065813,-0.025035,-0.007985,-0.002514,-0.000671,-0.000826,-0.000409,-0.000026,0.000048,0.000277,-0.000316,-0.000303,0.000219,-0.00009,0.000221,-0.000306,-0.001531,-0.00113,-0.000477,-0.000183,0.000481,-0.000216,-0.000674,-0.001014,-0.001366,-0.001176,-0.000987,-0.000915,-0.000824,-0.000457,-0.000425,-0.000177,-0.000575,-0.000565,-0.000584,-0.000748,-0.001196,-0.001472,-0.001576,-0.001708,-0.001324,-0.001524,-0.000932,-0.001963,-0.003438,-0.003577,-0.002564,-0.002663,-0.003707,-0.000768,0.001,0.000358,-0.000359,-0.002247,-0.000373,0.000327,0.000349,0.00246,0.00164,-0.000471,-0.002587,-0.002293,0.000579,-0.000063,-0.001954,1
