dA 2,dA 3,dA 4,dA 5,dA 6,dA 7,dA 8,dA 9,dA 10,dA 11,dA 12,dA 13,dA 14,dA 15,dA 16,dA 17,dA 18,dA 19,dA 20,dA 21,dA 22,dA 23,dA 24,dA 25,dA 26,dA 27,dA 28,dA 29,dA 30,dA 31,dA 32,dA 33,dA 34,dA 35,dA 36,dA 37,dA 38,dA 39,dA 40,dA 41,dA 42,dA 43,dA 44,dA 45,dA 46,dA 47,dA 48,dA 49,dA 50,dA 51,dA 52,dA 53,dA 54,dA 55,dA 56,dA 57,dA 58,dA 59,dA 60,dA 61,dA 62,dA 63,dA 64,dA 65,dA 66,dA 67,dA 68,dA 69,dA 70,dA 71,dA 72,dA 73,dA 74,dA 75,dA 76,dA 77,dA 78,dA 79,dA 80,dA 81,dA 82,dA 83,dA 84,dA 85,dA 86,dA 87,dA 88,dA 89,dA 90,dA 91,dA 92,dA 93,dA 94,dA 95,dA 96,dA 97,dA 98,dA 99,dA 100,dA 101,dA 102,dA 103,dA 104,dA 105,dA 106,dA 107,dA 108,dA 109,dA 110,dA 111,dA 112,dA 113,dA 114,dA 115,dA 116,dA 117,dA 118,dA 119,dA 120,dA 121,dA 122,dA 123,dA 124,dA 125,dA 126,dA 127,dA 128,dA 129,dA 130,dA 131,dA 132,dA 133,dA 134,dA 135,dA 136,dA 137,dA 138,dA 139,dA 140,dA 141,dA 142,dA 143,dA 144,dA 145,dA 146,dA 147,dA 148,dA 149,dA 150,dA 151,dA 152,dA 153,dA 154,dA 155,dA 156,dA 157,dA 158,dA 159,dA 160,dA 161,dA 162,dA 163,dA 164,dA 165,dA 166,dA 167,dA 168,dA 169,dA 170,dA 171,dA 172,dA 173,dA 174,dA 175,dA 176,dA 177,dA 178,dA 179,dA 180,dA 181,dA 182,dA 183,dA 184,dA 185,dA 186,dA 187,dA 188,dA 189,dA 190,dA 191,dA 192,dA 193,dA 194,dA 195,dA 196,dA 197,dA 198,dA 199,dA 200,dA 201,dA 202,dA 203,dA 204,dA 205,dA 206,dA 207,dA 208,dA 209,dA 210,dA 211,dA 212,dA 213,dA 214,dA 215,dA 216,dA 217,dA 218,dA 219,dA 220,dA 221,dA 222,dA 223,label
-0.010889,0.004305,-0.001287,-0.007547,-0.004056,-0.002945,-0.000266,-0.004389,0.000685,0.001711,-0.004732,-0.00186,-0.002156,-0.003621,-0.003919,-0.001375,0.001953,0.003541,0.002527,-0.002291,-0.002201,-0.000538,-0.000095,0.003876,0.003649,-0.002431,-0.00357,-0.002536,-0.005744,-0.004072,-0.000717,-0.000637,-0.001369,0.002846,0.011563,0.014256,0.006979,-0.00489,-0.006907,0.001101,0.009873,0.019576,0.020274,0.009883,0.007123,0.012159,0.012651,0.012429,0.012203,0.009221,0.00577,0.004899,0.00532,0.006571,0.007752,0.006994,0.008651,0.012077,0.011964,0.005462,0.000697,0.00905,0.009462,-0.01427,-0.034265,-0.024143,-0.006408,-0.000112,0.004759,0.004118,-0.00102,-0.00387,-0.007761,-0.012345,-0.011957,-0.01028,-0.009758,-0.009202,-0.007175,-0.003325,-0.003866,-0.011096,-0.011216,-0.004922,-0.002989,-0.002829,-0.002989,-0.004234,-0.005604,-0.007407,-0.008012,-0.006774,-0.005652,-0.004423,-0.003796,-0.002829,-0.003703,-0.004563,-0.003369,-0.00292,-0.001386,0.000126,0.001135,0.002168,0.002287,0.004071,0.00847,0.013758,0.021214,0.02936,0.035466,0.03884,0.040328,0.040263,0.038083,0.035071,0.032682,0.030797,0.028071,0.025294,0.022354,0.019523,0.016328,0.012566,0.009766,0.007381,0.006555,0.005238,0.003144,0.003183,0.002063,-0.000469,-0.000425,0.001756,0.014438,0.025409,0.010012,-0.014535,-0.023267,-0.01261,-0.002342,-0.00224,-0.001459,0.000508,0.000759,0.001519,0.001595,0.000436,0.001874,0.00385,0.003244,0.00627,0.042664,0.100215,0.077408,0.000194,-0.063503,-0.087475,-0.052579,-0.021007,-0.008658,-0.003525,-0.002693,-0.001851,-0.000963,-0.001314,-0.002076,-0.001311,-0.000206,0.000748,0.001269,0.000253,-0.002542,-0.003121,-0.000989,0.000877,-0.000098,-0.00175,-0.000781,-0.000201,-0.000994,-0.000256,0.000171,0.000118,0.000879,-0.000293,-0.001268,-0.001292,-0.001899,-0.000809,-0.002179,-0.002556,0.000569,-0.000912,-0.003781,-0.001482,0.000059,-0.0002,-0.000025,-0.001483,-0.003088,-0.004447,-0.003823,-0.00373,-0.005107,-0.001866,-0.000879,-0.002684,-0.000844,0.001057,-0.000697,-0.003238,-0.00096,-0.003196,-0.004038,-0.001755,-0.000124,0.000318,-0.000642,-0.000281,-0.002379,-0.003047,0
-0.000122,0.005151,0.001487,-0.006858,-0.005118,-0.004682,-0.003341,0.00251,-0.000952,-0.004604,-0.002891,-0.001862,-0.001994,-0.004831,-0.002941,-0.000221,-0.000966,-0.000977,0.003398,0.001168,-0.005521,-0.003106,-0.000587,-0.001158,0.000732,0.001105,0.000627,-0.000926,-0.002057,-0.001107,-0.000621,-0.000309,-0.002003,-0.001579,0.003397,0.004223,0.002284,0.000489,-0.001414,0.002016,0.006485,0.007902,0.009354,0.009255,0.009596,0.009826,0.009924,0.010556,0.010285,0.007815,0.004515,0.003244,0.003155,0.003304,0.003531,0.002547,0.000272,-0.000969,-0.000721,-0.002096,-0.003982,0.000401,0.002024,-0.009524,-0.020197,-0.014501,-0.005761,-0.002393,0.002637,0.005647,0.002013,-0.004329,-0.007839,-0.008402,-0.006794,-0.005221,-0.004617,-0.004353,-0.003915,-0.002634,-0.002608,-0.004709,-0.004231,-0.001863,-0.001446,-0.001164,-0.001229,-0.00155,-0.002058,-0.003084,-0.003236,-0.002603,-0.002168,-0.002294,-0.001281,-0.000175,-0.001706,-0.002232,-0.001661,-0.000986,0.000206,0.0003,0.000806,0.001827,0.002157,0.002651,0.00412,0.00627,0.011364,0.018921,0.025776,0.032953,0.039029,0.042557,0.044112,0.043761,0.044297,0.044795,0.043161,0.04128,0.0382,0.034481,0.030291,0.024417,0.018946,0.015809,0.013987,0.010842,0.008045,0.006352,0.005268,0.00367,0.002608,0.002072,0.002913,0.003476,0.000796,-0.00215,-0.003232,-0.002137,-0.000518,-0.001759,-0.000482,0.00102,0.000704,0.001178,0.00052,-0.000094,-0.001102,-0.000378,0.000437,0.001221,0.012707,0.039594,0.035681,-0.001841,-0.033548,-0.03428,-0.013219,-0.004833,-0.002943,-0.001082,-0.00002,-0.000024,0.000358,-0.00072,-0.002228,-0.000389,0.000826,-0.000381,-0.000343,0.00055,-0.00039,-0.002667,-0.000417,0.000754,-0.00178,-0.000908,-0.000005,0.00015,-0.000704,-0.0006,0.001898,0.000736,-0.001372,-0.002607,-0.002237,0.000196,-0.000276,-0.000752,-0.001509,-0.002065,-0.000272,0.000081,-0.001972,-0.002111,-0.000333,-0.001271,-0.002082,-0.004389,-0.007053,-0.002278,-0.002597,-0.005635,-0.004224,-0.000928,-0.001061,-0.002933,-0.002006,-0.001534,0.001817,-0.000392,-0.006165,-0.004256,-0.000091,-0.00175,-0.003639,-0.002378,-0.00453,-0.001826,-0.0033,-0.006083,0
0.001862,0.001727,-0.010673,-0.007988,-0.002534,-0.003345,-0.00626,-0.004034,0.004659,-0.001853,-0.008509,-0.004086,-0.004898,-0.00176,-0.002846,-0.004448,0.002221,0.001259,-0.002394,-0.001312,-0.001908,0.000137,0.003501,-0.00095,-0.001657,-0.000273,-0.001509,-0.00287,-0.002991,-0.001317,-0.000818,-0.001494,-0.001156,0.002047,0.006395,0.007624,0.003255,-0.003052,-0.001398,0.004165,0.008114,0.011741,0.011783,0.007804,0.007612,0.009532,0.009806,0.009987,0.007828,0.005382,0.003937,0.00298,0.003533,0.005616,0.004945,0.002423,0.004064,0.007527,0.007844,0.00379,0.000782,0.008363,0.00734,-0.013925,-0.026155,-0.014942,-0.003229,0.000292,0.004269,0.005214,0.000934,-0.004014,-0.008347,-0.010919,-0.00957,-0.007537,-0.006781,-0.006614,-0.005121,-0.002261,-0.003236,-0.008189,-0.007185,-0.00261,-0.001859,-0.001839,-0.002002,-0.00296,-0.003999,-0.005381,-0.005682,-0.004784,-0.00417,-0.003016,-0.00162,-0.002036,-0.003064,-0.003516,-0.003213,-0.00188,-0.000945,-0.000533,0.000558,0.001724,0.002415,0.00352,0.006968,0.011446,0.016199,0.022138,0.026602,0.028223,0.028938,0.028613,0.026608,0.024719,0.02281,0.021081,0.019514,0.017979,0.015995,0.01393,0.011827,0.009431,0.00714,0.005106,0.004501,0.003838,0.003051,0.00218,0.001354,0.000185,-0.00097,0.000381,0.009682,0.016233,0.005203,-0.009826,-0.013668,-0.006479,-0.000925,-0.000999,-0.000862,-0.000254,0.000811,0.000944,0.000452,0.000325,0.00105,0.001312,0.001627,0.004138,0.028099,0.086625,0.077858,-0.006584,-0.074192,-0.074631,-0.030949,-0.01011,-0.003695,-0.001697,-0.001417,-0.000971,-0.000221,-0.00044,-0.000908,-0.000522,0.000061,-0.000079,0.000193,-0.000163,-0.001322,-0.001036,0.000147,0.000579,-0.00058,-0.000883,-0.000092,-0.000261,-0.000548,-0.000099,0.000138,-0.000066,-0.000008,-0.000217,-0.000864,-0.001125,-0.001217,-0.000638,-0.000739,-0.000585,-0.000319,-0.000732,-0.000656,-0.001303,-0.001011,-0.000448,-0.000798,-0.002551,-0.002469,-0.001184,-0.002391,-0.003445,-0.002069,0.000404,0.000133,-0.000814,-0.000441,-0.000665,-0.001498,-0.000433,-0.000676,-0.001455,-0.000296,-0.001085,0.000586,0.00128,-0.00074,-0.000457,-0.000438,-0.000317,0
0.020576,-0.003917,-0.01752,-0.008156,-0.000058,0.004491,0.002337,-0.00535,-0.001526,0.002232,-0.007328,-0.00106,0.000526,-0.004993,-0.000508,0.003745,-0.001159,-0.00218,0.000874,-0.001419,-0.00032,0.001124,0.000515,-0.000266,-0.000146,-0.000758,0.000786,-0.00073,-0.003072,-0.002248,-0.000485,0.000034,-0.001717,0.000489,0.003168,0.002946,0.001782,0.000331,0.000599,0.001873,0.004547,0.007355,0.008679,0.007945,0.009972,0.012611,0.010548,0.010775,0.010363,0.006587,0.004849,0.003619,0.002941,0.003737,0.002097,-0.00015,-0.001647,-0.002626,-0.003626,-0.004525,-0.004699,-0.002292,-0.001577,-0.009655,-0.016055,-0.011158,-0.005401,-0.002796,0.001039,0.004028,0.001531,-0.004249,-0.006811,-0.006083,-0.004594,-0.003907,-0.003565,-0.003384,-0.002974,-0.002051,-0.002247,-0.003649,-0.003255,-0.001426,-0.00027,-0.000719,-0.001205,-0.001459,-0.001856,-0.002436,-0.002407,-0.002189,-0.002029,-0.001129,-0.001313,-0.001529,-0.00079,-0.000669,-0.001202,-0.000249,-0.000022,0.000752,0.002031,0.001799,0.002118,0.00295,0.003953,0.005714,0.010224,0.017837,0.026059,0.03402,0.040807,0.044867,0.04674,0.047649,0.048308,0.048492,0.047467,0.044804,0.041942,0.037853,0.032824,0.027504,0.022496,0.01795,0.014674,0.012299,0.00973,0.007897,0.005806,0.003824,0.002835,0.002201,-0.00035,-0.001634,0.000428,0.001671,0.001847,0.001057,0.000096,-0.000385,-0.000572,0.00028,-0.00032,-0.000487,0.000995,-0.000626,-0.001453,0.00043,0.00027,-0.000987,-0.00191,0.006761,0.009923,-0.004427,-0.011969,-0.00212,0.00379,0.001042,0.000883,0.000222,-0.000366,-0.000188,0.000679,-0.000002,-0.000692,-0.000002,0.000024,-0.000001,0.000192,-0.000651,-0.000854,0.000201,0.000261,0.000176,-0.000077,-0.000986,-0.001186,0.000038,-0.000811,-0.000572,0.001273,0.000692,-0.000322,-0.00169,-0.000614,-0.000701,-0.001097,-0.000576,-0.00191,-0.001365,-0.000164,-0.000339,-0.001802,-0.001451,-0.001436,-0.001848,-0.002476,-0.002849,-0.003236,-0.003442,-0.003988,-0.004837,-0.003471,-0.001905,-0.001553,-0.002918,-0.001939,0.000055,-0.000092,0.000072,-0.004298,-0.004344,0.000086,-0.001722,-0.004022,-0.002659,-0.002099,0.000464,-0.000092,-0.003092,0
0.008543,0.004146,-0.017135,-0.01274,0.000755,0.002028,-0.003151,-0.004883,0.002432,0.001293,-0.005902,-0.004037,-0.006169,0.000295,0.003649,-0.000451,-0.003876,-0.00076,0.003065,-0.000103,-0.001116,0.000014,0.001203,0.000165,-0.000408,-0.000329,0.000054,-0.002579,-0.002876,-0.000424,0.000441,0.000469,-0.001739,0.000279,0.002819,0.003721,0.003103,0.000536,0.000322,0.002919,0.008281,0.009418,0.008008,0.008014,0.010343,0.01189,0.00994,0.010937,0.010257,0.005304,0.004057,0.003926,0.003473,0.004501,0.002555,0.000229,-0.001227,-0.000988,-0.001018,-0.003171,-0.003345,0.000241,0.000387,-0.009838,-0.017816,-0.012491,-0.005686,-0.002182,0.002142,0.005159,0.00152,-0.00532,-0.007775,-0.007103,-0.005581,-0.004813,-0.004493,-0.004157,-0.003219,-0.002085,-0.002648,-0.004442,-0.003997,-0.001851,-0.000651,-0.000727,-0.00149,-0.002132,-0.002323,-0.003229,-0.003447,-0.002835,-0.0026,-0.002084,-0.00178,-0.00219,-0.002039,-0.001151,-0.001959,-0.001678,-0.00051,0.000404,0.00159,0.001704,0.00193,0.003295,0.005339,0.008433,0.013528,0.019824,0.026336,0.032005,0.035913,0.038621,0.039059,0.038404,0.038511,0.037996,0.036432,0.033822,0.031268,0.027924,0.024064,0.020082,0.01639,0.013035,0.010466,0.008696,0.006657,0.005192,0.004038,0.002263,0.00124,0.001435,0.00413,0.007125,0.002628,-0.004195,-0.004984,-0.002779,-0.000808,-0.000146,-0.000973,-0.000202,0.000239,-0.000036,0.000423,-0.000389,-0.000155,0.000945,0.001153,0.000615,0.008988,0.03393,0.032305,-0.004962,-0.033251,-0.027342,-0.008786,-0.003263,-0.000639,-0.000298,-0.000361,-0.000304,0.000428,-0.000084,-0.001392,0.000065,-0.000022,-0.000593,0.000511,-0.000512,-0.001488,-0.000638,0.000358,0.00064,-0.000586,-0.000185,0.000059,-0.000606,-0.001666,-0.000827,0.000682,0.00043,-0.001386,-0.001746,0.000642,-0.000278,-0.00165,-0.000745,-0.000685,-0.001018,-0.000576,-0.000822,-0.003346,-0.001632,-0.000574,-0.001475,-0.002331,-0.002152,-0.001088,-0.002918,-0.00413,-0.004829,-0.003468,-0.000694,-0.000031,-0.002213,-0.002684,-0.001262,-0.000535,0.000539,-0.002976,-0.003185,-0.001436,-0.002317,0.00124,-0.000298,-0.001672,-0.00032,-0.000312,-0.001431,0
0.014957,0.005539,-0.010213,-0.008757,-0.008538,-0.006899,0.002645,0.005671,-0.002254,-0.005475,-0.002435,-0.000729,0.0002,-0.004492,-0.001217,0.000697,-0.001323,0.002954,0.005347,-0.000703,-0.008695,-0.003613,0.004132,0.007462,0.00443,-0.004386,-0.003126,-0.000356,-0.003091,-0.004432,-0.003568,-0.00022,0.004308,0.004174,0.013258,0.020539,0.009776,-0.005726,-0.007092,0.005875,0.014489,0.020179,0.021645,0.012296,0.010257,0.014125,0.013331,0.013792,0.01294,0.010108,0.007324,0.005607,0.006762,0.009451,0.010132,0.010012,0.012692,0.01712,0.018893,0.012033,0.007131,0.022413,0.021423,-0.016792,-0.041179,-0.02286,-0.000484,0.007236,0.013682,0.007525,-0.001066,0.0009,-0.005459,-0.016578,-0.017323,-0.014924,-0.013512,-0.013093,-0.010823,-0.003568,-0.004969,-0.016581,-0.01553,-0.007017,-0.004426,-0.003357,-0.003003,-0.003542,-0.005337,-0.007895,-0.009212,-0.009008,-0.008248,-0.007945,-0.007451,-0.007817,-0.010758,-0.012012,-0.010512,-0.007484,-0.004673,-0.003017,-0.00067,0.00202,0.00482,0.009074,0.016798,0.024408,0.030615,0.037725,0.042121,0.042565,0.041511,0.039289,0.035929,0.031799,0.029006,0.027124,0.024057,0.021633,0.018535,0.016883,0.014915,0.010099,0.007443,0.005993,0.005602,0.00484,0.003417,0.003582,0.002664,0.000782,0.001467,0.002366,0.009518,0.015419,0.00486,-0.010219,-0.013625,-0.006871,-0.000843,-0.000277,0.000528,0.001704,0.00184,0.002695,0.00205,0.000943,0.001743,0.003213,0.003825,0.007668,0.044274,0.114097,0.092705,-0.000674,-0.077843,-0.098522,-0.053075,-0.019666,-0.007952,-0.004331,-0.002601,-0.001622,0.000238,-0.000234,-0.00179,-0.000582,0.000323,-0.00015,0.000306,0.001032,-0.000609,-0.002928,0.000269,0.00216,-0.001809,-0.001818,-0.000651,0.000334,0.000482,0.000636,0.002127,0.001877,-0.001271,-0.003134,-0.000991,0.000624,-0.00079,-0.000872,-0.000231,-0.002116,-0.001467,0.000734,-0.003372,-0.00364,-0.000415,0.000609,-0.001294,-0.004571,-0.006094,-0.004226,-0.003472,-0.007557,-0.005725,-0.0004,-0.001496,-0.002118,-0.002397,-0.003298,-0.00043,-0.002058,-0.003846,-0.001315,0.001982,0.000499,-0.002492,-0.003835,-0.002825,-0.000929,-0.00602,-0.007239,1
-0.001947,-0.006053,-0.009404,-0.0049,0.004804,0.005062,-0.008131,-0.001324,0.006455,0.000472,-0.001025,-0.002429,-0.004067,-0.005254,-0.002606,-0.002125,0.004747,0.00489,-0.004026,-0.002344,-0.004048,-0.002701,0.006344,0.01196,0.006967,-0.004977,-0.006616,-0.001386,-0.004314,-0.006008,0.001038,0.001866,0.000144,0.003082,0.017234,0.028892,0.013064,-0.012934,-0.009762,0.008364,0.014827,0.024365,0.024304,0.009896,0.007534,0.011344,0.013055,0.013738,0.012343,0.008856,0.006689,0.006985,0.00707,0.009528,0.011217,0.012678,0.015954,0.020695,0.023169,0.015426,0.010468,0.03015,0.027706,-0.020836,-0.044082,-0.018597,0.005382,0.011641,0.010654,-0.007803,-0.012286,0.010586,0.00753,-0.011994,-0.016106,-0.015315,-0.015388,-0.015465,-0.01132,-0.001595,-0.004996,-0.020376,-0.017902,-0.007311,-0.004544,-0.004012,-0.004969,-0.006389,-0.008878,-0.011688,-0.012529,-0.011612,-0.010866,-0.008467,-0.005964,-0.006649,-0.008961,-0.010036,-0.008458,-0.006975,-0.004969,-0.00244,-0.000912,0.001538,0.005861,0.012685,0.021759,0.030267,0.037208,0.041851,0.042154,0.038748,0.034494,0.029991,0.025167,0.021704,0.019074,0.016267,0.013504,0.01107,0.009465,0.008917,0.006699,0.004592,0.003665,0.002776,0.001796,0.000629,0.001754,0.002132,0.001312,-0.000575,-0.000276,0.001959,0.011364,0.020454,0.006965,-0.014243,-0.018346,-0.008375,-0.001234,-0.000352,0.000187,0.001356,0.001825,0.00149,0.001395,0.00181,0.002419,0.003236,0.003694,0.008135,0.051289,0.127057,0.103577,0.000165,-0.089436,-0.112898,-0.060293,-0.022581,-0.008966,-0.004113,-0.003279,-0.001549,0.000342,-0.000048,-0.002642,-0.001303,0.000283,-0.000768,0.000206,0.000607,-0.00144,-0.00184,-0.000809,-0.00006,0.000561,-0.00065,-0.000623,-0.000675,-0.001161,0.001694,0.000881,-0.000117,-0.000456,-0.001183,-0.000282,-0.002522,-0.001164,-0.000419,-0.001554,-0.000327,0.001765,0.00103,-0.003024,-0.00181,-0.000624,-0.000673,-0.002963,-0.005713,-0.003859,-0.001786,-0.005098,-0.006868,-0.00376,-0.000915,-0.000123,-0.003464,-0.004226,-0.002345,0.000552,-0.000126,-0.002228,0.001782,-0.001289,-0.003723,-0.001207,0.000981,-0.001084,-0.000674,-0.001837,-0.006701,1
-0.002696,-0.009705,-0.008601,-0.003624,0.003911,0.002643,-0.008492,-0.002025,0.006042,0.001422,-0.005129,-0.003328,-0.001619,-0.004362,-0.002906,-0.00415,0.002518,0.007153,-0.000114,-0.003468,-0.005376,-0.004051,0.004298,0.012171,0.008339,-0.00447,-0.006307,-0.001581,-0.00501,-0.006101,-0.000074,0.00035,-0.000138,0.003348,0.016119,0.026611,0.013306,-0.012024,-0.012601,0.00366,0.010653,0.019164,0.01833,0.00632,0.004444,0.007832,0.009193,0.00898,0.008369,0.007213,0.005049,0.004995,0.005706,0.007656,0.009269,0.010172,0.013243,0.018122,0.020091,0.01388,0.009825,0.025294,0.024956,-0.013784,-0.03746,-0.017704,0.004857,0.010804,0.011495,-0.001164,-0.008385,0.006485,0.006408,-0.009916,-0.014771,-0.013412,-0.012396,-0.011982,-0.008645,-0.00107,-0.002886,-0.015976,-0.015402,-0.005906,-0.003975,-0.003893,-0.003759,-0.004246,-0.005681,-0.007754,-0.008449,-0.007279,-0.006524,-0.005109,-0.003829,-0.005291,-0.007152,-0.007452,-0.005422,-0.003527,-0.002444,-0.001199,-0.000711,0.00047,0.003181,0.007496,0.013846,0.019164,0.024101,0.028305,0.030055,0.029946,0.028535,0.026606,0.023939,0.021903,0.019852,0.017607,0.015608,0.013658,0.012038,0.011161,0.009017,0.006496,0.005439,0.004731,0.003254,0.001995,0.003078,0.003414,0.002039,0.000296,0.000561,0.002954,0.015053,0.025189,0.009288,-0.015666,-0.021675,-0.009703,-0.001191,-0.000434,0.001013,0.002186,0.00202,0.002603,0.002307,0.001985,0.003059,0.003767,0.0046,0.009844,0.059064,0.146989,0.119322,-0.000502,-0.102593,-0.12903,-0.068517,-0.025087,-0.009993,-0.004769,-0.003282,-0.001791,0.000027,0.000347,-0.002124,-0.001338,0.000377,-0.000253,0.000578,0.000709,-0.001117,-0.001916,-0.001051,0.00014,0.000776,-0.000231,-0.000831,-0.000526,-0.000567,0.00151,0.000972,-0.000166,-0.000292,-0.000169,-0.000138,-0.001866,-0.000847,-0.000892,-0.000629,-0.00042,0.000067,0.001283,-0.00186,-0.00192,-0.000719,-0.001166,-0.003,-0.004562,-0.003555,-0.002106,-0.00381,-0.006078,-0.003528,-0.001149,-0.000966,-0.00232,-0.00308,-0.002521,0.000457,0.001396,-0.000776,0.001565,-0.002345,-0.004126,0.000414,0.002409,0.000581,-0.001262,-0.00279,-0.005038,1
0.010171,-0.000622,-0.007631,-0.004044,0.000036,-0.002123,-0.003969,-0.001321,0.005699,-0.006346,-0.006955,-0.000217,-0.0054,-0.001639,-0.001281,-0.004078,0.001451,0.000072,-0.004524,0.001566,-0.000849,0.001269,0.006178,-0.004825,-0.003052,0.002634,0.000341,-0.002546,-0.000678,0.000591,-0.000378,-0.000544,-0.000074,0.003703,0.005138,0.001531,0.000939,0.005735,0.006671,0.008025,0.012313,0.011869,0.010868,0.012196,0.01268,0.010637,0.011121,0.010796,0.008028,0.007289,0.005895,0.003637,0.003377,0.003741,0.003708,0.001733,-0.000417,-0.001539,-0.002272,-0.001945,-0.002295,0.001065,0.001635,-0.008072,-0.014981,-0.010421,-0.004737,-0.001647,0.002557,0.002688,-0.001303,-0.002267,-0.003976,-0.007219,-0.006317,-0.004467,-0.004322,-0.004521,-0.004227,-0.003088,-0.003452,-0.005072,-0.003914,-0.001221,-0.000406,-0.000864,-0.001573,-0.002278,-0.003685,-0.007011,-0.007777,-0.006143,-0.005759,-0.00447,-0.002502,-0.003056,-0.00508,-0.006245,-0.005893,-0.003517,-0.001725,-0.001248,-0.000052,0.00226,0.004632,0.00753,0.013096,0.019734,0.025549,0.031244,0.035439,0.035999,0.035259,0.033921,0.031197,0.027513,0.025731,0.024525,0.021441,0.019954,0.018181,0.016061,0.012943,0.010615,0.007863,0.005091,0.005458,0.004697,0.004152,0.002834,0.002274,0.001745,0.000338,0.001069,-0.001372,-0.005299,-0.003307,0.002551,0.004719,0.002532,0.000692,-0.000167,-0.000384,0.000036,0.001197,0.001686,0.000246,-0.001012,-0.000474,0.000211,0.001208,0.001292,0.003218,0.017176,0.020059,-0.001152,-0.019225,-0.014811,-0.004084,-0.002308,-0.000387,0.000894,-0.000164,-0.000358,0.000743,0.000052,-0.000669,-0.00033,0.000444,-0.000303,-0.000508,-0.00042,-0.001413,-0.000775,0.001414,0.001724,-0.001189,-0.001192,-0.000044,0.000097,-0.000499,0.00012,0.001248,-0.000146,-0.000326,0.000096,-0.000302,0.000123,-0.000948,-0.001791,-0.001944,-0.001992,-0.000184,0.000282,-0.000025,-0.00214,-0.004334,-0.002648,0.000588,-0.002262,-0.004366,-0.003997,-0.004489,-0.003723,-0.003775,-0.001872,0.001547,0.000009,-0.004585,-0.000738,0.001617,-0.001298,-0.003457,-0.001879,-0.000568,-0.002462,0.000314,-0.000542,-0.001123,0.001394,0.00151,0.001436,1
0.007093,0.00552,-0.004279,-0.007262,-0.005033,-0.0055,-0.002055,0.002914,0.006426,0.000454,-0.003287,-0.005024,-0.004476,0.002245,-0.003509,-0.007382,0.005346,0.006445,-0.00212,-0.003461,-0.005257,0.000873,0.00943,0.010024,0.006403,-0.006469,-0.007537,-0.004583,-0.005471,-0.00424,-0.001388,0.00044,0.001446,0.008107,0.022575,0.033588,0.015707,-0.020263,-0.022115,0.000084,0.011342,0.020036,0.019966,0.002202,-0.005952,0.001777,0.006107,0.006042,0.004669,0.003826,0.002481,0.003195,0.005478,0.009092,0.011045,0.011443,0.018183,0.029561,0.034828,0.025265,0.020703,0.044968,0.04042,-0.016734,-0.044553,-0.013933,0.015829,0.025302,0.026703,0.005858,-0.003522,0.016658,0.008717,-0.01849,-0.024179,-0.020828,-0.018376,-0.016641,-0.009474,0.004864,-0.001614,-0.027714,-0.025405,-0.008696,-0.005827,-0.005344,-0.004821,-0.004642,-0.004735,-0.006259,-0.007249,-0.007215,-0.006674,-0.005414,-0.004934,-0.006737,-0.00893,-0.00969,-0.008463,-0.004993,-0.003683,-0.003288,-0.001333,0.000394,0.003591,0.008281,0.013175,0.01703,0.01767,0.016733,0.015379,0.012048,0.01047,0.009584,0.007253,0.005929,0.004764,0.003968,0.003055,0.002761,0.00329,0.002977,0.002189,0.001939,0.0006,-0.000147,0.000392,0.001319,0.001754,0.000888,0.001354,0.00041,-0.001212,0.002264,0.016355,0.025431,0.008445,-0.015273,-0.020747,-0.00927,-0.000046,0.000579,0.000452,0.001008,0.002735,0.002756,0.002282,0.002472,0.003375,0.004329,0.005297,0.009418,0.05411,0.157322,0.142267,-0.000843,-0.125862,-0.140698,-0.064566,-0.021509,-0.007899,-0.003753,-0.002728,-0.001063,0.00045,0.000019,-0.000917,-0.000655,0.000408,0.000251,0.001201,0.0009,-0.001665,-0.001431,0.00112,0.001929,0.000071,-0.000657,0.000176,0.000516,0.000573,0.001083,0.000357,-0.000216,0.000224,0.000262,0.001146,0.000468,-0.001523,-0.001031,-0.000505,-0.000385,0.000283,-0.00029,0.000032,-0.000804,-0.002045,-0.000674,-0.000734,-0.00311,-0.002964,-0.00183,-0.003239,-0.003587,-0.002319,-0.000737,0.000287,-0.000113,-0.000698,-0.002261,-0.001805,0.000412,-0.001434,-0.000425,0.000139,-0.00133,0.002928,0.004593,0.000904,-0.002913,-0.00135,0.001,1
